quiz_id,level,title,description,quiz_category,quiz_tags,version,status,question_number,question_text,question_category,question_tags,explanation,correct_index,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9
a1-006,A1,Can,Practice Can.,Grammar,"Grammar,A1",1,published,3,We ___ swim very well.,Grammar,"Grammar,A1",Can is followed by the base form of the verb.,3,cans,am can,can,can to,,,,,
a1-006,A1,Can,Practice Can.,Grammar,"Grammar,A1",1,published,4,My brother ___ ride a bike.,Grammar,"Grammar,A1",Can is followed by the base form of the verb.,2,cans,can,am can,can to,,,,,
a1-006,A1,Can,Practice Can.,Grammar,"Grammar,A1",1,published,5,They ___ help us tomorrow.,Grammar,"Grammar,A1",Can is followed by the base form of the verb.,4,cans,am can,can to,can,,,,,
a1-007,A1,Past Simple,Practice Past Simple.,Grammar,"Grammar,A1",1,published,1,"Yesterday, I ___ at home.",Grammar,"Grammar,A1",Use the past simple for a finished past action.,1,stayed,stay,stays,staying,,,,,
a1-007,A1,Past Simple,Practice Past Simple.,Grammar,"Grammar,A1",1,published,2,"Last night, I ___ at home.",Grammar,"Grammar,A1",Use the past simple for a finished past action.,2,stay,stayed,stays,staying,,,,,
a1-007,A1,Past Simple,Practice Past Simple.,Grammar,"Grammar,A1",1,published,3,"Yesterday, she ___ to the market.",Grammar,"Grammar,A1",Use the past simple for a finished past action.,4,stay,stays,staying,stayed,,,,,
a1-007,A1,Past Simple,Practice Past Simple.,Grammar,"Grammar,A1",1,published,4,"On Saturday, we ___ football.",Grammar,"Grammar,A1",Use the past simple for a finished past action.,3,stay,stays,stayed,staying,,,,,
a1-007,A1,Past Simple,Practice Past Simple.,Grammar,"Grammar,A1",1,published,5,"This morning, he ___ the bus.",Grammar,"Grammar,A1",Use the past simple for a finished past action.,3,stay,stays,stayed,staying,,,,,
a1-008,A1,Possessive Adjectives,Practice Possessive Adjectives.,Grammar,"Grammar,A1",1,published,1,This is ___ book. I own it.,Grammar,"Grammar,A1",My comes before a noun.,1,my,me,I,mine,,,,,
a1-008,A1,Possessive Adjectives,Practice Possessive Adjectives.,Grammar,"Grammar,A1",1,published,2,This is ___ bag. I own it.,Grammar,"Grammar,A1",My comes before a noun.,3,me,I,my,mine,,,,,
a1-008,A1,Possessive Adjectives,Practice Possessive Adjectives.,Grammar,"Grammar,A1",1,published,3,That is ___ coat. It belongs to me.,Grammar,"Grammar,A1",My comes before a noun.,2,me,my,I,mine,,,,,
a1-008,A1,Possessive Adjectives,Practice Possessive Adjectives.,Grammar,"Grammar,A1",1,published,4,Here is ___ notebook. It is mine.,Grammar,"Grammar,A1",My comes before a noun.,4,me,I,mine,my,,,,,
a1-008,A1,Possessive Adjectives,Practice Possessive Adjectives.,Grammar,"Grammar,A1",1,published,5,I cannot find ___ keys; they belong to me.,Grammar,"Grammar,A1",My comes before a noun.,2,me,my,I,mine,,,,,
a1-009,A1,Prepositions,Practice Prepositions.,Grammar,"Grammar,A1",1,published,1,The keys are ___ the table.,Grammar,"Grammar,A1",Use on for a surface.,2,in,on,at,to,,,,,
a1-009,A1,Prepositions,Practice Prepositions.,Grammar,"Grammar,A1",1,published,2,The phone is ___ the desk.,Grammar,"Grammar,A1",Use on for a surface.,3,in,at,on,to,,,,,
a1-009,A1,Prepositions,Practice Prepositions.,Grammar,"Grammar,A1",1,published,3,Your shoes are ___ the bed.,Grammar,"Grammar,A1",Use on for a surface.,4,in,at,to,on,,,,,
a1-009,A1,Prepositions,Practice Prepositions.,Grammar,"Grammar,A1",1,published,4,The picture is ___ the wall.,Grammar,"Grammar,A1",Use on for a surface.,1,on,in,at,to,,,,,
a1-009,A1,Prepositions,Practice Prepositions.,Grammar,"Grammar,A1",1,published,5,The cups are ___ the table.,Grammar,"Grammar,A1",Use on for a surface.,3,in,at,on,to,,,,,
a1-010,A1,Everyday Vocabulary,Practice everyday vocabulary.,Vocabulary,"Vocabulary,A1",1,published,1,What is the closest meaning of “happy”?,Vocabulary,"Vocabulary,A1",Happy means feeling glad.,4,sad,angry,tired,glad,,,,,
a1-010,A1,Everyday Vocabulary,Practice everyday vocabulary.,Vocabulary,"Vocabulary,A1",1,published,2,Which word means “a place where you buy food”?,Vocabulary,"Vocabulary,A1",A market is a place where people buy food and other goods.,3,school,hospital,market,station,,,,,
a1-010,A1,Everyday Vocabulary,Practice everyday vocabulary.,Vocabulary,"Vocabulary,A1",1,published,3,Which word is a fruit?,Vocabulary,"Vocabulary,A1",An apple is a fruit.,1,apple,carrot,bread,rice,,,,,
a1-010,A1,Everyday Vocabulary,Practice everyday vocabulary.,Vocabulary,"Vocabulary,A1",1,published,4,What is the opposite of “big”?,Vocabulary,"Vocabulary,A1",The opposite of big is small.,2,long,small,fast,hot,,,,,
a1-010,A1,Everyday Vocabulary,Practice everyday vocabulary.,Vocabulary,"Vocabulary,A1",1,published,5,Which word means “very small”?,Vocabulary,"Vocabulary,A1",Tiny means very small.,4,huge,heavy,wide,tiny,,,,,
a2-001,A2,Comparative Adjectives,Practice Comparative Adjectives.,Grammar,"Grammar,A2",1,published,1,A car is ___ than a bicycle.,Grammar,"Grammar,A2",Use the comparative form faster for a two-item comparison.,4,fast,fastest,more fast,faster,,,,,
a2-001,A2,Comparative Adjectives,Practice Comparative Adjectives.,Grammar,"Grammar,A2",1,published,2,A train is ___ than a bicycle.,Grammar,"Grammar,A2",Use the comparative form faster for a two-item comparison.,1,faster,fast,fastest,more fast,,,,,
a2-001,A2,Comparative Adjectives,Practice Comparative Adjectives.,Grammar,"Grammar,A2",1,published,3,This exercise is ___ than the last one.,Grammar,"Grammar,A2",Use the comparative form faster for a two-item comparison.,2,fast,faster,fastest,more fast,,,,,
a2-001,A2,Comparative Adjectives,Practice Comparative Adjectives.,Grammar,"Grammar,A2",1,published,4,My new phone is ___ than my old phone.,Grammar,"Grammar,A2",Use the comparative form faster for a two-item comparison.,3,fast,fastest,faster,more fast,,,,,
a2-001,A2,Comparative Adjectives,Practice Comparative Adjectives.,Grammar,"Grammar,A2",1,published,5,A cheetah is ___ than a horse.,Grammar,"Grammar,A2",Use the comparative form faster for a two-item comparison.,3,fast,fastest,faster,more fast,,,,,
a2-002,A2,Present Continuous,Practice Present Continuous.,Grammar,"Grammar,A2",1,published,1,Look! The baby ___.,Grammar,"Grammar,A2",Use am/is/are + -ing for an action happening now.,2,sleep,is sleeping,sleeps,slept,,,,,
a2-002,A2,Present Continuous,Practice Present Continuous.,Grammar,"Grammar,A2",1,published,2,Listen! The children ___.,Grammar,"Grammar,A2",Use am/is/are + -ing for an action happening now.,1,is sleeping,sleep,sleeps,slept,,,,,
a2-002,A2,Present Continuous,Practice Present Continuous.,Grammar,"Grammar,A2",1,published,3,Look! The dog ___.,Grammar,"Grammar,A2",Use am/is/are + -ing for an action happening now.,4,sleep,sleeps,slept,is sleeping,,,,,
a2-002,A2,Present Continuous,Practice Present Continuous.,Grammar,"Grammar,A2",1,published,4,"Right now, she ___.",Grammar,"Grammar,A2",Use am/is/are + -ing for an action happening now.,3,sleep,sleeps,is sleeping,slept,,,,,
a2-002,A2,Present Continuous,Practice Present Continuous.,Grammar,"Grammar,A2",1,published,5,"At the moment, we ___.",Grammar,"Grammar,A2",Use am/is/are + -ing for an action happening now.,4,sleep,sleeps,slept,is sleeping,,,,,
a2-003,A2,Past Continuous,Practice Past Continuous.,Grammar,"Grammar,A2",1,published,1,"At 8 p.m., I ___ dinner.",Grammar,"Grammar,A2",Use was/were + -ing for an action in progress at a past time.,1,was cooking,cook,cooked,am cooking,,,,,
a2-003,A2,Past Continuous,Practice Past Continuous.,Grammar,"Grammar,A2",1,published,2,"At 6 p.m., she ___ dinner.",Grammar,"Grammar,A2",Use was/were + -ing for an action in progress at a past time.,2,cook,was cooking,cooked,am cooking,,,,,
a2-003,A2,Past Continuous,Practice Past Continuous.,Grammar,"Grammar,A2",1,published,3,"At midnight, they ___ home.",Grammar,"Grammar,A2",Use was/were + -ing for an action in progress at a past time.,3,cook,cooked,was cooking,am cooking,,,,,
a2-003,A2,Past Continuous,Practice Past Continuous.,Grammar,"Grammar,A2",1,published,4,"While I called, he ___ TV.",Grammar,"Grammar,A2",Use was/were + -ing for an action in progress at a past time.,4,cook,cooked,am cooking,was cooking,,,,,
a2-003,A2,Past Continuous,Practice Past Continuous.,Grammar,"Grammar,A2",1,published,5,"At that time, we ___ for the bus.",Grammar,"Grammar,A2",Use was/were + -ing for an action in progress at a past time.,3,cook,cooked,was cooking,am cooking,,,,,
a2-004,A2,Future: going to,Practice Future: going to.,Grammar,"Grammar,A2",1,published,1,We ___ visit next weekend.,Grammar,"Grammar,A2",Use be + going to + base verb for plans.,2,going,are going to,are go,went,,,,,
a2-004,A2,Future: going to,Practice Future: going to.,Grammar,"Grammar,A2",1,published,2,I ___ study tonight.,Grammar,"Grammar,A2",Use be + going to + base verb for plans.,4,going,are go,went,are going to,,,,,
a2-004,A2,Future: going to,Practice Future: going to.,Grammar,"Grammar,A2",1,published,3,They ___ move next month.,Grammar,"Grammar,A2",Use be + going to + base verb for plans.,3,going,are go,are going to,went,,,,,
a2-004,A2,Future: going to,Practice Future: going to.,Grammar,"Grammar,A2",1,published,4,She ___ buy a new computer soon.,Grammar,"Grammar,A2",Use be + going to + base verb for plans.,1,are going to,going,are go,went,,,,,
a2-004,A2,Future: going to,Practice Future: going to.,Grammar,"Grammar,A2",1,published,5,We ___ travel next summer.,Grammar,"Grammar,A2",Use be + going to + base verb for plans.,1,are going to,going,are go,went,,,,,
a2-005,A2,First Conditional,Practice First Conditional.,Grammar,"Grammar,A2",1,published,1,"If it rains, we ___ at home.",Grammar,"Grammar,A2","The first conditional uses if + present, then will + base verb.",1,will stay,stay,stayed,would stay,,,,,
a2-005,A2,First Conditional,Practice First Conditional.,Grammar,"Grammar,A2",1,published,2,"If I finish early, I ___ at home.",Grammar,"Grammar,A2","The first conditional uses if + present, then will + base verb.",2,stay,will stay,stayed,would stay,,,,,
a2-005,A2,First Conditional,Practice First Conditional.,Grammar,"Grammar,A2",1,published,3,"If she misses the bus, she ___ at home.",Grammar,"Grammar,A2","The first conditional uses if + present, then will + base verb.",4,stay,stayed,would stay,will stay,,,,,
a2-005,A2,First Conditional,Practice First Conditional.,Grammar,"Grammar,A2",1,published,4,"If they arrive late, they ___ at home.",Grammar,"Grammar,A2","The first conditional uses if + present, then will + base verb.",3,stay,stayed,will stay,would stay,,,,,
a2-005,A2,First Conditional,Practice First Conditional.,Grammar,"Grammar,A2",1,published,5,"If it rains all day, we ___ at home.",Grammar,"Grammar,A2","The first conditional uses if + present, then will + base verb.",2,stay,will stay,stayed,would stay,,,,,
a2-006,A2,Countable/Uncountable,Practice Countable/Uncountable.,Grammar,"Grammar,A2",1,published,1,How ___ water do you need?,Grammar,"Grammar,A2",Use much with uncountable nouns.,3,many,few,much,a lot,,,,,
a2-006,A2,Countable/Uncountable,Practice Countable/Uncountable.,Grammar,"Grammar,A2",1,published,2,How ___ milk is in the fridge?,Grammar,"Grammar,A2",Use much with uncountable nouns.,2,many,much,few,a lot,,,,,
a2-006,A2,Countable/Uncountable,Practice Countable/Uncountable.,Grammar,"Grammar,A2",1,published,3,How ___ rice do we need?,Grammar,"Grammar,A2",Use much with uncountable nouns.,1,much,many,few,a lot,,,,,
a2-006,A2,Countable/Uncountable,Practice Countable/Uncountable.,Grammar,"Grammar,A2",1,published,4,How ___ water should I add?,Grammar,"Grammar,A2",Use much with uncountable nouns.,4,many,few,a lot,much,,,,,
a2-006,A2,Countable/Uncountable,Practice Countable/Uncountable.,Grammar,"Grammar,A2",1,published,5,How ___ juice did they drink?,Grammar,"Grammar,A2",Use much with uncountable nouns.,2,many,much,few,a lot,,,,,
a2-007,A2,Adverbs of Frequency,Practice Adverbs of Frequency.,Grammar,"Grammar,A2",1,published,1,She ___ gets up early; almost every day.,Grammar,"Grammar,A2",Usually means something happens often but not always.,1,usually,never,rarely,never is,,,,,
a2-007,A2,Adverbs of Frequency,Practice Adverbs of Frequency.,Grammar,"Grammar,A2",1,published,2,He ___ walks to work; almost every day.,Grammar,"Grammar,A2",Usually means something happens often but not always.,3,never,rarely,usually,never is,,,,,
a2-007,A2,Adverbs of Frequency,Practice Adverbs of Frequency.,Grammar,"Grammar,A2",1,published,3,I ___ read before bed; almost every night.,Grammar,"Grammar,A2",Usually means something happens often but not always.,4,never,rarely,never is,usually,,,,,
a2-007,A2,Adverbs of Frequency,Practice Adverbs of Frequency.,Grammar,"Grammar,A2",1,published,4,She ___ visits her grandparents; nearly every weekend.,Grammar,"Grammar,A2",Usually means something happens often but not always.,2,never,usually,rarely,never is,,,,,
a2-007,A2,Adverbs of Frequency,Practice Adverbs of Frequency.,Grammar,"Grammar,A2",1,published,5,We ___ eat lunch together; most days.,Grammar,"Grammar,A2",Usually means something happens often but not always.,4,never,rarely,never is,usually,,,,,
a2-008,A2,Modal: should,Practice Modal: should.,Grammar,"Grammar,A2",1,published,1,You ___ see a doctor if you feel very ill.,Grammar,"Grammar,A2",Should is followed by the base verb.,2,must to,should,can to,should to,,,,,
a2-008,A2,Modal: should,Practice Modal: should.,Grammar,"Grammar,A2",1,published,2,You ___ rest if you feel sick.,Grammar,"Grammar,A2",Should is followed by the base verb.,3,must to,can to,should,should to,,,,,
a2-008,A2,Modal: should,Practice Modal: should.,Grammar,"Grammar,A2",1,published,3,He ___ call a doctor if the pain continues.,Grammar,"Grammar,A2",Should is followed by the base verb.,1,should,must to,can to,should to,,,,,
a2-008,A2,Modal: should,Practice Modal: should.,Grammar,"Grammar,A2",1,published,4,We ___ leave early to avoid traffic.,Grammar,"Grammar,A2",Should is followed by the base verb.,4,must to,can to,should to,should,,,,,
a2-008,A2,Modal: should,Practice Modal: should.,Grammar,"Grammar,A2",1,published,5,She ___ take an umbrella today.,Grammar,"Grammar,A2",Should is followed by the base verb.,4,must to,can to,should to,should,,,,,
a2-009,A2,Present Perfect,Practice Present Perfect.,Grammar,"Grammar,A2",1,published,1,I ___ my homework already.,Grammar,"Grammar,A2",Use have/has + past participle for a completed action connected to now.,4,finish,finished,am finishing,have finished,,,,,
a2-009,A2,Present Perfect,Practice Present Perfect.,Grammar,"Grammar,A2",1,published,2,I ___ my project already.,Grammar,"Grammar,A2",Use have/has + past participle for a completed action connected to now.,3,finish,finished,have finished,am finishing,,,,,
a2-009,A2,Present Perfect,Practice Present Perfect.,Grammar,"Grammar,A2",1,published,3,We ___ the report already.,Grammar,"Grammar,A2",Use have/has + past participle for a completed action connected to now.,1,have finished,finish,finished,am finishing,,,,,
a2-009,A2,Present Perfect,Practice Present Perfect.,Grammar,"Grammar,A2",1,published,4,They ___ dinner already.,Grammar,"Grammar,A2",Use have/has + past participle for a completed action connected to now.,2,finish,have finished,finished,am finishing,,,,,
a2-009,A2,Present Perfect,Practice Present Perfect.,Grammar,"Grammar,A2",1,published,5,I ___ the email already.,Grammar,"Grammar,A2",Use have/has + past participle for a completed action connected to now.,2,finish,have finished,finished,am finishing,,,,,
a2-010,A2,Everyday Vocabulary,Practice everyday vocabulary.,Vocabulary,"Vocabulary,A2",1,published,1,Which word is closest in meaning to “begin”?,Vocabulary,"Vocabulary,A2",Begin and start have the same basic meaning.,3,finish,stop,start,close,,,,,
a2-010,A2,Everyday Vocabulary,Practice everyday vocabulary.,Vocabulary,"Vocabulary,A2",1,published,2,Which word means “a short trip for pleasure”?,Vocabulary,"Vocabulary,A2",A journey can be a trip from one place to another; in this context it is a short trip for pleasure.,1,journey,receipt,shelf,habit,,,,,
a2-010,A2,Everyday Vocabulary,Practice everyday vocabulary.,Vocabulary,"Vocabulary,A2",1,published,3,What is the opposite of “cheap”?,Vocabulary,"Vocabulary,A2",The opposite of cheap is expensive.,2,quiet,expensive,empty,simple,,,,,
a2-010,A2,Everyday Vocabulary,Practice everyday vocabulary.,Vocabulary,"Vocabulary,A2",1,published,4,Which word means “to look after someone or something”?,Vocabulary,"Vocabulary,A2",Care for means to look after someone or something.,4,borrow,arrive,forget,care for,,,,,
a2-010,A2,Everyday Vocabulary,Practice everyday vocabulary.,Vocabulary,"Vocabulary,A2",1,published,5,Which word is closest in meaning to “quick”?,Vocabulary,"Vocabulary,A2",Quick and fast have the same basic meaning.,4,slow,early,late,fast,,,,,
b1-001,B1,Present Perfect vs Past Simple,Practice Present Perfect vs Past Simple.,Grammar,"Grammar,B1",1,published,1,"I ___ London twice, but I first went there in 2022.",Grammar,"Grammar,B1",Use present perfect for life experience without a finished past time.,2,visited,have visited,am visiting,visit,,,,,
b1-001,B1,Present Perfect vs Past Simple,Practice Present Perfect vs Past Simple.,Grammar,"Grammar,B1",1,published,2,"I ___ Paris three times, and I first went there in 2021.",Grammar,"Grammar,B1",Use present perfect for life experience without a finished past time.,4,visited,am visiting,visit,have visited,,,,,
b1-001,B1,Present Perfect vs Past Simple,Practice Present Perfect vs Past Simple.,Grammar,"Grammar,B1",1,published,3,"We ___ the book twice, but we first bought it last month.",Grammar,"Grammar,B1",Use present perfect for life experience without a finished past time.,3,visited,am visiting,have visited,visit,,,,,
b1-001,B1,Present Perfect vs Past Simple,Practice Present Perfect vs Past Simple.,Grammar,"Grammar,B1",1,published,4,"They ___ this museum several times, but their first visit was in 2020.",Grammar,"Grammar,B1",Use present perfect for life experience without a finished past time.,1,have visited,visited,am visiting,visit,,,,,
b1-001,B1,Present Perfect vs Past Simple,Practice Present Perfect vs Past Simple.,Grammar,"Grammar,B1",1,published,5,"I ___ Rome before, and I first visited in 2019.",Grammar,"Grammar,B1",Use present perfect for life experience without a finished past time.,1,have visited,visited,am visiting,visit,,,,,
b1-002,B1,Second Conditional,Practice Second Conditional.,Grammar,"Grammar,B1",1,published,1,"If I had more time, I ___ another language.",Grammar,"Grammar,B1","Use if + past, would + base verb for hypothetical situations.",2,learn,would learn,will learn,learned,,,,,
b1-002,B1,Second Conditional,Practice Second Conditional.,Grammar,"Grammar,B1",1,published,2,"If I lived near the sea, I ___ every morning.",Grammar,"Grammar,B1","Use if + past, would + base verb for hypothetical situations.",1,would learn,learn,will learn,learned,,,,,
b1-002,B1,Second Conditional,Practice Second Conditional.,Grammar,"Grammar,B1",1,published,3,"If she had a car, she ___ to work.",Grammar,"Grammar,B1","Use if + past, would + base verb for hypothetical situations.",4,learn,will learn,learned,would learn,,,,,
b1-002,B1,Second Conditional,Practice Second Conditional.,Grammar,"Grammar,B1",1,published,4,"If we had more money, we ___ abroad more often.",Grammar,"Grammar,B1","Use if + past, would + base verb for hypothetical situations.",3,learn,will learn,would learn,learned,,,,,
b1-002,B1,Second Conditional,Practice Second Conditional.,Grammar,"Grammar,B1",1,published,5,"If he knew the answer, he ___ us.",Grammar,"Grammar,B1","Use if + past, would + base verb for hypothetical situations.",4,learn,will learn,learned,would learn,,,,,
b1-003,B1,Relative Clauses,Practice Relative Clauses.,Grammar,"Grammar,B1",1,published,1,The woman ___ lives next door is a doctor.,Grammar,"Grammar,B1",Use who when the relative pronoun refers to a person in a defining relative clause.,3,which,where,who,what,,,,,
b1-003,B1,Relative Clauses,Practice Relative Clauses.,Grammar,"Grammar,B1",1,published,2,The man ___ called earlier is my uncle.,Grammar,"Grammar,B1",Use who when the relative pronoun refers to a person in a defining relative clause.,2,which,who,where,what,,,,,
b1-003,B1,Relative Clauses,Practice Relative Clauses.,Grammar,"Grammar,B1",1,published,3,The teacher ___ helped me was very patient.,Grammar,"Grammar,B1",Use who when the relative pronoun refers to a person in a defining relative clause.,1,who,which,where,what,,,,,
b1-003,B1,Relative Clauses,Practice Relative Clauses.,Grammar,"Grammar,B1",1,published,4,The student ___ won the prize is from our class.,Grammar,"Grammar,B1",Use who when the relative pronoun refers to a person in a defining relative clause.,4,which,where,what,who,,,,,
b1-003,B1,Relative Clauses,Practice Relative Clauses.,Grammar,"Grammar,B1",1,published,5,The doctor ___ works here is highly respected.,Grammar,"Grammar,B1",Use who when the relative pronoun refers to a person in a defining relative clause.,4,which,where,what,who,,,,,
b1-004,B1,Reported Speech,Practice Reported Speech.,Grammar,"Grammar,B1",1,published,1,He said that he ___ tired.,Grammar,"Grammar,B1",Backshift is commonly used when reporting a past statement.,1,was,is,has,will,,,,,
b1-004,B1,Reported Speech,Practice Reported Speech.,Grammar,"Grammar,B1",1,published,2,She said that she ___ busy.,Grammar,"Grammar,B1",Backshift is commonly used when reporting a past statement.,3,is,has,was,will,,,,,
b1-004,B1,Reported Speech,Practice Reported Speech.,Grammar,"Grammar,B1",1,published,3,They told me that the shop ___ closed.,Grammar,"Grammar,B1",Backshift is commonly used when reporting a past statement.,4,is,has,will,was,,,,,
b1-004,B1,Reported Speech,Practice Reported Speech.,Grammar,"Grammar,B1",1,published,4,He explained that he ___ tired.,Grammar,"Grammar,B1",Backshift is commonly used when reporting a past statement.,2,is,was,has,will,,,,,
b1-004,B1,Reported Speech,Practice Reported Speech.,Grammar,"Grammar,B1",1,published,5,Maria said that she ___ late.,Grammar,"Grammar,B1",Backshift is commonly used when reporting a past statement.,4,is,has,will,was,,,,,
b1-005,B1,Gerunds and Infinitives,Practice Gerunds and Infinitives.,Grammar,"Grammar,B1",1,published,1,She enjoys ___ books.,Grammar,"Grammar,B1",Enjoy is followed by a gerund (-ing form).,4,read,to read,reads,reading,,,,,
b1-005,B1,Gerunds and Infinitives,Practice Gerunds and Infinitives.,Grammar,"Grammar,B1",1,published,2,He enjoys ___ music.,Grammar,"Grammar,B1",Enjoy is followed by a gerund (-ing form).,2,read,reading,to read,reads,,,,,
b1-005,B1,Gerunds and Infinitives,Practice Gerunds and Infinitives.,Grammar,"Grammar,B1",1,published,3,They avoid ___ late at night.,Grammar,"Grammar,B1",Enjoy is followed by a gerund (-ing form).,1,reading,read,to read,reads,,,,,
b1-005,B1,Gerunds and Infinitives,Practice Gerunds and Infinitives.,Grammar,"Grammar,B1",1,published,4,I love ___ novels.,Grammar,"Grammar,B1",Enjoy is followed by a gerund (-ing form).,3,read,to read,reading,reads,,,,,
